'2021-11-17'	605767.660236652	5793051.16529691	70.903	-0.942172217423831
'2021-11-17'	605668.826443377	5793064.29428744	73.02	-1.54671860770122
'2021-11-17'	605425.585132907	5793045.07798672	72.794	-2.50949347646292
'2021-11-17'	605208.237425964	5792976.46550817	73.498	-4.35787415663617
'2021-11-17'	605006.437771613	5792866.46761021	73.796	-4.56093903805413
'2021-11-17'	604806.700192741	5792784.33903412	73.781	-3.29858228062221
