'2021-11-17'	605458.194653642	5792882.65412774	72.676	-2.68830428984347
'2021-11-17'	605427.183250529	5793040.55007523	73.02	-2.54188874701958
'2021-11-17'	605388.221963869	5793254.46725247	72.028	-2.81728423587538
'2021-11-17'	605363.133560232	5793394.01931364	71.403	-3.13748449194827
'2021-11-17'	605355.12153515	5793580.89103284	70.988	-3.24904056182913
