'2022-01-19'	605351.489858346	5793607.18425099	72.719	-2.47290325855192
'2022-01-19'	605275.169891525	5793569.95117075	72.376	-2.76945208706638
'2022-01-19'	605176.622994871	5793518.89379035	72.838	-3.08683038372601
'2022-01-19'	605082.166874395	5793467.92546504	72.706	-2.71936298154651
'2022-01-19'	605024.402299749	5793424.41504428	72.742	-3.17207317426892
'2022-01-19'	604939.351080977	5793380.3256226	73.327	-3.09530342501512
'2022-01-19'	604861.167055759	5793334.15811483	73.633	-3.02910953719947
