'2022-01-19'	605144.014381896	5793576.05922951	72.862	-3.1857715546148
'2022-01-19'	605176.622994871	5793518.89379035	72.838	-3.51131815848476
'2022-01-19'	605205.191682476	5793427.1492638	73.272	-2.92971411061535
'2022-01-19'	605228.72571421	5793347.5371733	73.791	-2.46571732790653
'2022-01-19'	605264.965820435	5793248.16756389	74.369	-2.72058218259463
