'2022-02-09'	605498.047837992	5793391.11269032	74.066	-1.5597766752735
'2022-02-09'	605162.069258544	5793304.94844737	73.417	-3.09218232710555
'2022-02-09'	605085.83780496	5793263.26966323	73.859	-2.9319258488631
'2022-02-09'	605015.248079067	5793245.07837432	73.827	-3.13603042687919
'2022-02-09'	604955.265290728	5793241.57831967	74.639	-3.0354136309661
'2022-02-09'	604847.533562058	5793204.79760851	74.34	-3.02016516014919
'2022-02-09'	604756.056179514	5793141.65958039	74.356	-2.37948101001075
