'2022-10-04 09:50:00'	4814.90	0
'2022-10-04 11:15:00'	4814.81	0
'2022-10-04 12:57:00'	4814.83	0
'2022-10-04 14:14:00'	4814.77	0
'2022-10-04 18:02:00'	4814.84	0
