'2022-10-04 14:38:00'	4814.6	0	0	52.280255	10.549643
'2022-10-04 14:59:00'	4814.53	-0.214	130.463	52.28014	10.5478
'2022-10-04 15:29:00'	4813.83	-0.024	147.115	52.27997	10.54565
'2022-10-04 15:53:00'	4813.28	1.316	83.947	52.27963	10.54455
'2022-10-04 16:14:00'	4812.53	0.121	111.809	52.27943	10.54296
'2022-10-04 16:32:00'	4811.97	-0.397	247.824	52.27901	10.54076
'2022-10-04 16:52:00'	4812.14	-0.271	136.611	52.27820	10.53728
'2022-10-04 17:19:00'	4813.15	0.052	130.362	52.27753	10.53461
'2022-10-04 17:32:00'	4813.26	-0.159	118.423	52.27746	10.53284
